"","pos","last","first","numfirstlast","firstlast","index","player.id","pC","pL","pR","pD","pG","Player Rank 1314","Player Rank 1415"
"751","D","POSTMA","PAUL","38 PAUL POSTMA","PAUL POSTMA",751,746,0,0,0,6,0,"D","D"
"752","L","AVERY","SEAN","16 SEAN AVERY","SEAN AVERY",752,747,0,30,0,0,0,NA,NA
"753","L","WELLWOOD","ERIC","47 ERIC WELLWOOD","ERIC WELLWOOD",753,748,0,70,0,0,0,NA,NA
"754","C","HOLLAND","PETER","74 PETER HOLLAND","PETER HOLLAND",754,749,33,0,0,0,0,"D","C"
"755","C","O'REILLY","CAL","26 CAL O'REILLY","CAL O'REILLY",755,225,44,0,0,0,0,NA,NA
"756","D","BORTUZZO","ROBERT","41 ROBERT BORTUZZO","ROBERT BORTUZZO",756,750,0,0,0,140,0,"D","D"
"757","D","PICARD","ALEXANDRE R.","54 ALEXANDRE PICARD","ALEXANDRE R. PICARD",757,751,0,0,0,34,0,NA,NA
"758","D","JOSLIN","DEREK","27 DEREK JOSLIN","DEREK JOSLIN",758,752,0,0,0,88,0,NA,NA
"759","D","ROME","AARON","29 AARON ROME","AARON ROME",759,753,0,0,0,88,0,"D",NA
"760","G","CLEMMENSEN","SCOTT","30 SCOTT CLEMMENSEN","SCOTT CLEMMENSEN",760,754,0,0,0,0,248,NA,NA
"761","D","HUNWICK","MATT","22 MATT HUNWICK","MATT HUNWICK",761,755,0,0,0,110,0,"D","D"
"762","D","COLE","IAN","23 IAN COLE","IAN COLE",762,756,0,0,0,56,0,"D","D"
"763","C","PETERS","WARREN","43 WARREN PETERS","WARREN PETERS",763,757,116,0,0,0,0,NA,NA
"764","C","HAMILL","ZACH","52 ZACH HAMILL","ZACH HAMILL",764,758,32,0,0,0,0,NA,NA
"765","R","BOLL","JARED","40 JARED BOLL","JARED BOLL",765,759,0,0,253,0,0,"D","D"
"766","C","LETESTU","MARK","17 MARK LETESTU","MARK LETESTU",766,101,102,0,0,0,0,"C","D"
"767","C","FRASER","COLIN","24 COLIN FRASER","COLIN FRASER",767,760,251,0,0,0,0,"D","D"
"768","R","ZHARKOV","VLADIMIR","18 VLADIMIR ZHARKOV","VLADIMIR ZHARKOV",768,761,0,0,8,0,0,NA,NA
"769","C","TANGRADI","ERIC","25 ERIC TANGRADI","ERIC TANGRADI",769,762,57,0,0,0,0,"D","D"
"770","C","BACKLUND","MIKAEL","11 MIKAEL BACKLUND","MIKAEL BACKLUND",770,763,242,0,0,0,0,"C","C"
"771","D","BRODIE","T.J.","7 TJ BRODIE","T.J. BRODIE",771,764,0,0,0,317,0,"C","C"
"772","C","BYRON","PAUL","32 PAUL BYRON","PAUL BYRON",772,765,95,57,0,0,0,"D","D"
"773","D","NIKITIN","NIKITA","6 NIKITA NIKITIN","NIKITA NIKITIN",773,458,0,0,0,217,0,"C","B"
"774","D","RUSSELL","KRIS","4 KRIS RUSSELL","KRIS RUSSELL",774,229,0,0,0,284,0,"C","C"
"775","R","DADONOV","EVGENY","63 EVGENY DADONOV","EVGENY DADONOV",775,766,0,0,2,0,0,NA,NA
"776","G","MACINTYRE","DREW","31 DREW MACINTYRE","DREW MACINTYRE",776,767,0,0,0,0,16,NA,NA
"777","C","JAFFRAY","JASON","41 JASON JAFFRAY","JASON JAFFRAY",777,768,26,0,0,0,0,NA,NA
"778","D","KULDA","ARTURS","44 ARTURS KULDA","ARTURS KULDA",778,769,0,0,0,18,0,NA,NA
"779","R","NIEDERREITER","NINO","25 NINO NIEDERREITER","NINO NIEDERREITER",779,770,0,0,110,0,0,"B","C"
"780","R","DADONOV","EVGENY","63 EVGENII DADONOV","EVGENY DADONOV",780,766,0,0,28,0,0,NA,NA
"781","D","ST-DENIS","FREDERIC","62 FREDERIC ST-DENIS","FREDERIC ST-DENIS",781,771,0,0,0,34,0,NA,"D"
"782","G","LACK","EDDIE","31 EDDIE LACK","EDDIE LACK",782,772,0,0,0,0,166,NA,NA
"783","L","ZOLNIERCZYK","HARRY","29 HARRY ZOLNIERCZYK","HARRY ZOLNIERCZYK",783,678,0,62,0,0,0,"D","D"
"784","D","FREDHEIM","KRIS","59 KRIS FREDHEIM","KRIS FREDHEIM",784,773,0,0,0,6,0,NA,NA
"785","R","YIP","BRANDON","18 BRANDON YIP","BRANDON YIP",785,774,0,0,124,0,0,"D",NA
"786","L","HAGMAN","NIKLAS","12 NIKLAS HAGMAN","NIKLAS HAGMAN",786,521,0,126,0,0,0,NA,NA
"787","C","LOKTIONOV","ANDREI","48 ANDREI LOKTIONOV","ANDREI LOKTIONOV",787,775,80,0,0,0,0,"C",NA
"788","D","SMITH","BRENDAN","2 BRENDAN SMITH","BRENDAN SMITH",788,776,0,0,0,228,0,"C","D"
"789","R","SMITH","BEN","28 BEN SMITH","BEN SMITH",789,777,0,0,183,0,0,"C","D"
"790","R","FEHR","ERIC","17 ERIC FEHR","ERIC FEHR",790,778,0,0,70,0,0,"C","C"
"791","C","COLBORNE","JOE","32 JOE COLBORNE","JOE COLBORNE",791,779,27,0,0,0,0,"C","C"
"792","G","NILSSON","ANDERS","45 ANDERS NILSSON","ANDERS NILSSON",792,780,0,0,0,0,76,NA,NA
"793","R","REPIK","MICHAL","27 MICHAL REPIK","MICHAL REPIK",793,781,0,0,34,0,0,NA,NA
"794","D","CHORNEY","TAYLOR","41 TAYLOR CHORNEY","TAYLOR CHORNEY",794,745,0,0,0,6,0,NA,"D"
"795","C","MAXWELL","BEN","14 BEN MAXWELL","BEN MAXWELL",795,702,12,0,0,0,0,NA,NA
"796","G","CLIMIE","MATT","30 MATT CLIMIE","MATT CLIMIE",796,782,0,0,0,0,2,NA,NA
"797","D","BOURDON","MARC-ANDRE","43 MARC-ANDRE BOURDON","MARC-ANDRE BOURDON",797,783,0,0,0,92,0,NA,NA
"798","D","MARSHALL","KEVIN","46 KEVIN MARSHALL","KEVIN MARSHALL",798,784,0,0,0,20,0,NA,NA
"799","C","CROSBY","SIDNEY","87 SIDNEY CROSBY","SIDNEY CROSBY",799,785,276,0,0,0,0,"A","A"
"800","L","ULLSTROM","DAVID","41 DAVID ULLSTROM","DAVID ULLSTROM",800,786,0,81,0,0,0,NA,NA
"801","D","ORLOV","DMITRY","81 DMITRY ORLOV","DMITRY ORLOV",801,787,0,0,0,179,0,NA,NA
"802","D","BRENNAN","T.J.","33 TJ BRENNAN","T.J. BRENNAN",802,788,0,0,0,32,0,NA,"D"
"803","C","HECHT","JOCHEN","55 JOCHEN HECHT","JOCHEN HECHT",803,789,91,0,0,0,0,NA,NA
"804","C","SESTITO","TIM","18 TIM SESTITO","TIM SESTITO",804,790,36,0,0,0,0,"D","D"
"805","C","HALEY","MICHEAL","18 MICHEAL HALEY","MICHEAL HALEY",805,791,28,0,0,0,0,NA,"D"
"806","L","STERLING","BRETT","29 BRETT STERLING","BRETT STERLING",806,792,0,8,0,0,0,NA,NA
"807","D","STRALMAN","ANTON","32 ANTON STRALMAN","ANTON STRALMAN",807,793,0,0,0,146,0,"C","A"
"808","G","HACKETT","MATT","31 MATT HACKETT","MATT HACKETT",808,794,0,0,0,0,81,NA,NA
"809","L","HAGELIN","CARL","62 CARL HAGELIN","CARL HAGELIN",809,795,0,401,0,0,0,"C","C"
"810","C","MITCHELL","JOHN","34 JOHN MITCHELL","JOHN MITCHELL",810,796,162,0,0,0,0,"C","C"
"811","R","KASSIAN","ZACK","54 ZACK KASSIAN","ZACK KASSIAN",811,797,0,0,54,0,0,"C","D"
"812","C","TYRELL","DANA","42 DANA TYRELL","DANA TYRELL",812,798,80,0,0,0,0,"D","D"
"813","L","COMEAU","BLAKE","10 BLAKE COMEAU","BLAKE COMEAU",813,413,0,116,0,0,0,"D","C"
"814","D","ELLIOTT","STEFAN","46 STEFAN ELLIOTT","STEFAN ELLIOTT",814,799,0,0,0,102,0,"D","D"
"815","D","MCNABB","BRAYDEN","81 BRAYDEN MCNABB","BRAYDEN MCNABB",815,800,0,0,0,50,0,"D","C"
"816","C","SZCZECHURA","PAUL","58 PAUL SZCZECHURA","PAUL SZCZECHURA",816,801,18,0,0,0,0,NA,NA
"817","D","JOSI","ROMAN","59 ROMAN JOSI","ROMAN JOSI",817,802,0,0,0,325,0,"A","A"
"818","D","AULIE","KEITH","59 KEITH AULIE","KEITH AULIE",818,803,0,0,0,34,0,"D","D"
"819","G","DESLAURIERS","JEFF","43 JEFF DESLAURIERS","JEFF DESLAURIERS",819,804,0,0,0,0,87,NA,NA
"820","D","LUNDIN","MIKE","2 MIKE LUNDIN","MIKE LUNDIN",820,805,0,0,0,34,0,NA,NA
"821","C","MCINTYRE","DAVID","34 DAVID MCINTYRE","DAVID MCINTYRE",821,806,14,0,0,0,0,NA,NA
"822","C","WELLMAN","CASEY","17 CASEY WELLMAN","CASEY WELLMAN",822,807,28,0,0,0,0,"D",NA
"823","G","BACHMAN","RICHARD","31 RICHARD BACHMAN","RICHARD BACHMAN",823,808,0,0,0,0,159,NA,NA
"824","L","MCLAREN","FRAZER","68 FRAZER MCLAREN","FRAZER MCLAREN",824,809,0,15,0,0,0,"D",NA
"825","D","FAIRCHILD","CADE","82 CADE FAIRCHILD","CADE FAIRCHILD",825,810,0,0,0,10,0,NA,NA
"826","C","CULLEN","MARK","36 MARK CULLEN","MARK CULLEN",826,811,12,0,0,0,0,NA,NA
"827","R","NODL","ANDREAS","14 ANDREAS NODL","ANDREAS NODL",827,26,0,0,104,0,0,NA,NA
"828","C","O'MARRA","RYAN","42 RYAN O'MARRA","RYAN O'MARRA",828,812,14,0,0,0,0,NA,NA
"829","C","LEBLANC","LOUIS","71 LOUIS LEBLANC","LOUIS LEBLANC",829,813,92,0,0,0,0,"D",NA
"830","D","DESPRES","SIMON","47 SIMON DESPRES","SIMON DESPRES",830,814,0,0,0,171,0,"D","C"
"831","L","KLINGBERG","CARL","48 CARL KLINGBERG","CARL KLINGBERG",831,815,0,17,0,0,0,"D","D"
"832","C","TURRIS","KYLE","91 KYLE TURRIS","KYLE TURRIS",832,816,12,0,0,0,0,"A","A"
"833","C","WILSON","KYLE","28 KYLE WILSON","KYLE WILSON",833,817,10,0,0,0,0,NA,NA
"834","R","CONNER","CHRIS","41 CHRIS CONNER","CHRIS CONNER",834,818,0,0,16,0,0,"D","D"
"835","D","FINLEY","JOE","4 JOE FINLEY","JOE FINLEY",835,819,0,0,0,10,0,NA,NA
"836","C","ALMOND","CODY","27 CODY ALMOND","CODY ALMOND",836,820,20,0,0,0,0,NA,NA
"837","D","REESE","DYLAN","42 DYLAN REESE","DYLAN REESE",837,821,0,0,0,59,0,NA,"D"
"838","L","HUSELIUS","KRISTIAN","20 KRISTIAN HUSELIUS","KRISTIAN HUSELIUS",838,822,0,4,0,0,0,NA,NA
"839","L","PERRON","DAVID","57 DAVID PERRON","DAVID PERRON",839,823,0,302,0,0,0,"A","B"
"840","C","MUELLER","CHRIS","17 CHRIS MUELLER","CHRIS MUELLER",840,824,26,0,0,0,0,"D","D"
"841","D","PISKULA","JOE","43 JOE PISKULA","JOE PISKULA",841,825,0,0,0,10,0,"D","D"
"842","L","JACQUES","JEAN-FRANCOIS","19 JEAN-FRANCOIS JACQUES","JEAN-FRANCOIS JACQUES",842,826,0,10,0,0,0,NA,NA
"843","L","RAYMOND","MASON","21 MASON RAYMOND","MASON RAYMOND",843,827,0,227,0,0,0,"C","B"
"844","D","SUMMERS","CHRIS","20 CHRIS SUMMERS","CHRIS SUMMERS",844,828,0,0,0,83,0,"D","D"
"845","G","POULIN","KEVIN","60 KEVIN POULIN","KEVIN POULIN",845,829,0,0,0,0,128,NA,NA
"846","R","WALLACE","TIM","36 TIM WALLACE","TIM WALLACE",846,830,0,0,62,0,0,NA,NA
"847","G","IRVING","LELAND","37 LELAND IRVING","LELAND IRVING",847,831,0,0,0,0,84,NA,NA
"848","G","MURPHY","MIKE","70 MIKE MURPHY","MIKE MURPHY",848,832,0,0,0,0,24,NA,NA
"849","R","ORESKOVICH","VICTOR","38 VICTOR ORESKOVICH","VICTOR ORESKOVICH",849,833,0,0,2,0,0,NA,NA
"850","R","BARCH","KRYS","21 KRYSTOFER BARCH","KRYS BARCH",850,648,0,0,82,0,0,NA,NA
"851","L","SWEATT","BILL","42 BILL SWEATT","BILL SWEATT",851,834,0,5,0,0,0,NA,NA
"852","L","TAFFE","JEFF","23 JEFF TAFFE","JEFF TAFFE",852,835,0,10,0,0,0,NA,NA
"853","D","SPACEK","JAROSLAV","8 JAROSLAV SPACEK","JAROSLAV SPACEK",853,78,0,0,0,68,0,NA,NA
"854","C","MALONE","BRAD","42 BRAD MALONE","BRAD MALONE",854,836,69,0,0,0,0,"D","D"
"855","D","KABERLE","TOMAS","22 TOMAS KABERLE","TOMAS KABERLE",855,141,0,0,0,96,0,NA,NA
"856","D","TAORMINA","MATT","32 MATT TAORMINA","MATT TAORMINA",856,837,0,0,0,60,0,"D",NA
"857","D","URBOM","ALEXANDER","33 ALEXANDER URBOM","ALEXANDER URBOM",857,838,0,0,0,11,0,"D",NA
"858","L","STUART","COLIN","15 COLIN STUART","COLIN STUART",858,839,0,4,0,0,0,NA,NA
"859","D","CARKNER","MATT","39 MATT CARKNER","MATT CARKNER",859,840,0,0,0,66,0,"D",NA
"860","C","WILLIAMS","JASON","19 JASON WILLIAMS","JASON WILLIAMS",860,841,16,0,0,0,0,NA,NA
"861","C","PALMIERI","KYLE","51 KYLE PALMIERI","KYLE PALMIERI",861,842,85,0,0,0,0,"C","C"
"862","R","NEMISZ","GREG","48 GREG NEMISZ","GREG NEMISZ",862,843,0,0,18,0,0,NA,NA
"863","L","BYERS","DANE","34 DANE BYERS","DANE BYERS",863,844,0,16,0,0,0,NA,NA
"864","D","FOSTER","KURTIS","2 KURTIS FOSTER","KURTIS FOSTER",864,705,0,0,0,56,0,NA,NA
"865","D","CARSON","BRETT","3 BRETT CARSON","BRETT CARSON",865,845,0,0,0,14,0,NA,NA
"866","C","PELLEY","ROD","14 ROD PELLEY","ROD PELLEY",866,634,90,0,0,0,0,NA,NA
"867","D","DE HAAN","CALVIN","44 CALVIN DE HAAN","CALVIN DE HAAN",867,846,0,0,0,118,0,"C","D"
"868","R","MANCARI","MARK","18 MARK MANCARI","MARK MANCARI",868,847,0,0,2,0,0,NA,NA
"869","G","PETERS","JUSTIN","35 JUSTIN PETERS","JUSTIN PETERS",869,848,0,0,0,0,217,NA,NA
"870","C","BROPHEY","EVAN","47 EVAN BROPHEY","EVAN BROPHEY",870,849,6,0,0,0,0,NA,NA
"871","L","VAN DER GULIK","DAVID","7 DAVID VAN DER GULIK","DAVID VAN DER GULIK",871,850,0,50,0,0,0,"D","D"
"872","C","ZAJAC","TRAVIS","19 TRAVIS ZAJAC","TRAVIS ZAJAC",872,851,280,0,0,0,0,"A","B"
"873","R","MANCARI","MARK","24 MARK MANCARI","MARK MANCARI",873,847,0,0,10,0,0,NA,NA
"874","D","SNEEP","CARL","59 CARL SNEEP","CARL SNEEP",874,852,0,0,0,2,0,NA,NA
"875","C","PALMER","JAROD","79 JAROD PALMER","JAROD PALMER",875,853,12,0,0,0,0,NA,NA
"876","G","POGGE","JUSTIN","35 JUSTIN POGGE","JUSTIN POGGE",876,854,0,0,0,0,6,NA,NA
"877","C","RALLO","GREG","37 GREG RALLO","GREG RALLO",877,855,12,0,0,0,0,NA,NA
"878","L","MORIN","JEREMY","27 JEREMY MORIN","JEREMY MORIN",878,856,0,6,0,0,0,"D","D"
"879","L","SESTITO","TOM","32 TOM SESTITO","TOM SESTITO",879,857,0,35,0,0,0,"D","D"
"880","R","ORTMEYER","JED","41 JED ORTMEYER","JED ORTMEYER",880,858,0,0,70,0,0,NA,NA
"881","D","BICKEL","STU","41 STU BICKEL","STU BICKEL",881,859,0,0,0,154,0,NA,"D"
"882","L","FOLIGNO","MARCUS","82 MARCUS FOLIGNO","MARCUS FOLIGNO",882,860,0,206,0,0,0,"D","C"
"883","C","TURRIS","KYLE","7 KYLE TURRIS","KYLE TURRIS",883,816,340,0,0,0,0,"A","A"
"884","L","WHITMORE","DEREK","71 DEREK WHITMORE","DEREK WHITMORE",884,861,0,4,0,0,0,NA,NA
"885","R","THOMAS","BILL","29 BILL THOMAS","BILL THOMAS",885,862,0,0,14,0,0,NA,NA
"886","R","MIETTINEN","ANTTI","20 ANTTI MIETTINEN","ANTTI MIETTINEN",886,863,0,0,112,0,0,NA,NA
"887","C","NASH","RILEY","20 RILEY NASH","RILEY NASH",887,864,183,0,0,0,0,"C","C"
"888","D","RUNDBLAD","DAVID","2 DAVID RUNDBLAD","DAVID RUNDBLAD",888,630,0,0,0,32,0,"D","D"
"889","C","BOYCE","DARRYL","47 DARRYL BOYCE","DARRYL BOYCE",889,865,34,0,0,0,0,NA,NA
"890","C","HOFFMAN","MIKE","68 MIKE HOFFMAN","MIKE HOFFMAN",890,866,115,0,0,0,0,"D","C"
"891","R","WYMAN","JAMES","34 JAMES WYMAN","JAMES WYMAN",891,867,0,0,4,0,0,NA,NA
"892","R","CRACKNELL","ADAM","79 ADAM CRACKNELL","ADAM CRACKNELL",892,868,0,0,53,0,0,"D","D"
"893","D","ELLIS","RYAN","49 RYAN ELLIS","RYAN ELLIS",893,869,0,0,0,70,0,"C","C"
"894","G","MCELHINNEY","CURTIS","31 CURTIS MCELHINNEY","CURTIS MCELHINNEY",894,870,0,0,0,0,94,NA,NA
"895","C","ANDERSSON","JOAKIM","63 JOAKIM ANDERSSON","JOAKIM ANDERSSON",895,871,62,0,0,0,0,"D","D"
"896","R","CROMBEEN","B.J.","26 B.J. CROMBEEN","B.J. CROMBEEN",896,872,0,0,94,0,0,"D","D"
"897","L","BOURQUE","GABRIEL","57 GABRIEL BOURQUE","GABRIEL BOURQUE",897,873,0,283,0,0,0,"C","D"
"898","R","DISALVATORE","JON","29 JON DISALVATORE","JON DISALVATORE",898,874,0,0,2,0,0,NA,NA
"899","R","WYMAN","JAMES","34 JT WYMAN","JAMES WYMAN",899,867,0,0,77,0,0,NA,NA
"900","C","CORMIER","PATRICE","28 PATRICE CORMIER","PATRICE CORMIER",900,875,38,0,0,0,0,"D","D"
"901","R","HAYES","JIMMY","39 JIMMY HAYES","JIMMY HAYES",901,876,0,0,76,0,0,"D","C"
"902","D","STAAL","MARC","18 MARC STAAL","MARC STAAL",902,877,0,0,0,331,0,"B","B"
"903","C","HARTIKAINEN","TEEMU","56 TEEMU HARTIKAINEN","TEEMU HARTIKAINEN",903,878,57,0,0,0,0,NA,NA
"904","C","GREEN","JOSH","12 JOSH GREEN","JOSH GREEN",904,879,14,0,0,0,0,NA,NA
"905","C","POULIOT","MARC-ANTOINE","43 MARC-ANTOINE POULIOT","MARC-ANTOINE POULIOT",905,880,42,0,0,0,0,NA,NA
"906","D","BENN","JORDIE","58 JORDIE BENN","JORDIE BENN",906,881,0,0,0,32,0,"C","D"
"907","L","IVANANS","RAITIS","41 RAITIS IVANANS","RAITIS IVANANS",907,882,0,2,0,0,0,NA,NA
"908","D","OLSEN","DYLAN","34 DYLAN OLSEN","DYLAN OLSEN",908,883,0,0,0,58,0,"D","D"
"909","C","SHAW","ANDREW","65 ANDREW SHAW","ANDREW SHAW",909,884,322,0,0,0,0,"C","C"
"910","C","MADDEN","JOHN","10 JOHN MADDEN","JOHN MADDEN",910,885,76,0,0,0,0,NA,NA
"911","C","ZALEWSKI","STEVEN","10 STEVEN ZALEWSKI","STEVEN ZALEWSKI",911,886,14,0,0,0,0,NA,NA
"912","R","MCDONALD","COLIN","38 COLIN MCDONALD","COLIN MCDONALD",912,887,0,0,10,0,0,"D","D"
"913","L","RUSSELL","RYAN","25 RYAN RUSSELL","RYAN RUSSELL",913,888,0,82,0,0,0,NA,NA
"914","L","LABRIE","PIERRE-CEDRIC","76 PIERRE-CEDRIC LABRIE","PIERRE-CEDRIC LABRIE",914,889,0,60,0,0,0,NA,NA
"915","G","SMITH","JEREMY","30 JEREMY SMITH","JEREMY SMITH",915,890,0,0,0,0,2,NA,NA
"916","L","BOUMA","LANCE","57 LANCE BOUMA","LANCE BOUMA",916,891,0,54,0,0,0,"D","C"
"917","C","JONES","BLAIR","19 BLAIR JONES","BLAIR JONES",917,140,71,0,0,0,0,"D","D"
"918","D","WILSON","CLAY","21 CLAY WILSON","CLAY WILSON",918,892,0,0,0,10,0,NA,NA
"919","R","KUBALIK","TOMAS","33 TOMAS KUBALIK","TOMAS KUBALIK",919,893,0,0,16,0,0,NA,NA
"920","G","TARKKI","IIRO","31 IIRO TARKKI","IIRO TARKKI",920,894,0,0,0,0,12,NA,NA
"921","R","DUCO","MIKE","79 MIKE DUCO","MIKE DUCO",921,895,0,0,12,0,0,NA,NA
"922","G","FOSTER","BRIAN","33 BRIAN FOSTER","BRIAN FOSTER",922,896,0,0,0,0,14,NA,NA
"923","R","SAMSON","JEROME","71 JEROME SAMSON","JEROME SAMSON",923,897,0,0,32,0,0,NA,NA
"924","D","MIKKELSON","BRENDAN","29 BRENDAN MIKKELSON","BRENDAN MIKKELSON",924,898,0,0,0,86,0,NA,NA
"925","D","KUNDRATEK","TOMAS","36 TOMAS KUNDRATEK","TOMAS KUNDRATEK",925,899,0,0,0,35,0,NA,NA
"926","C","KYTNAR","MILAN","64 MILAN KYTNAR","MILAN KYTNAR",926,900,2,0,0,0,0,NA,NA
"927","C","BRULE","GILBERT","8 GILBERT BRULE","GILBERT BRULE",927,901,93,0,0,0,0,"D",NA
"928","L","MURSAK","JAN","39 JAN MURSAK","JAN MURSAK",928,902,0,52,0,0,0,NA,NA
"929","L","CAMMALLERI","MIKE","93 MIKE CAMMALLERI","MIKE CAMMALLERI",929,46,0,56,0,0,0,NA,NA
"930","R","BOURQUE","RENE","27 RENE BOURQUE","RENE BOURQUE",930,516,0,0,76,0,0,"B","B"
"931","L","WATHIER","FRANCIS","48 FRANCIS WATHIER","FRANCIS WATHIER",931,903,0,3,0,0,0,NA,NA
"932","R","MCMILLAN","CARSON","45 CARSON MCMILLAN","CARSON MCMILLAN",932,904,0,0,23,0,0,"D",NA
"933","C","GILLIES","COLTON","9 COLTON GILLIES","COLTON GILLIES",933,474,103,0,0,0,0,NA,NA
"934","C","SMITH","TREVOR","24 TREVOR SMITH","TREVOR SMITH",934,905,32,0,0,0,0,"D","D"
"935","D","BOROWIECKI","MARK","74 MARK BOROWIECKI","MARK BOROWIECKI",935,906,0,0,0,92,0,"D","D"
"936","L","PONIKAROVSKY","ALEXEI","12 ALEXEI PONIKAROVSKY","ALEXEI PONIKAROVSKY",936,148,0,144,0,0,0,NA,NA
"937","L","MCCARTHY","JOHN","43 JOHN MCCARTHY","JOHN MCCARTHY",937,907,0,56,0,0,0,"D",NA
"938","L","BELL","MARK","18 MARK BELL","MARK BELL",938,908,0,10,0,0,0,NA,NA
"939","R","PETERSSON","ANDRE","20 ANDRE PETERSSON","ANDRE PETERSSON",939,909,0,0,2,0,0,NA,NA
"940","C","RAU","CHAD","36 CHAD RAU","CHAD RAU",940,910,18,0,0,0,0,NA,NA
"941","D","LEBDA","BRETT","23 BRETT LEBDA","BRETT LEBDA",941,911,0,0,0,60,0,NA,NA
"942","D","HARROLD","PETER","10 PETER HARROLD","PETER HARROLD",942,912,0,0,0,149,0,"D","D"
"943","C","GAGNON","AARON","21 AARON GAGNON","AARON GAGNON",943,913,24,0,0,0,0,NA,NA
"944","G","JOHNSON","CHAD","29 CHAD JOHNSON","CHAD JOHNSON",944,914,0,0,0,0,6,NA,NA
"945","L","ANGELIDIS","MIKE","59 MIKE ANGELIDIS","MIKE ANGELIDIS",945,915,0,12,0,0,0,NA,"D"
"946","D","OBERG","EVAN","43 EVAN OBERG","EVAN OBERG",946,916,0,0,0,6,0,NA,NA
"947","D","STRACHAN","TYSON","23 TYSON STRACHAN","TYSON STRACHAN",947,917,0,0,0,90,0,"D","D"
"948","R","FRASER","MATT","25 MATT FRASER","MATT FRASER",948,918,0,0,56,0,0,"D","D"
"949","R","BERNIER","STEVE","18 STEVE BERNIER","STEVE BERNIER",949,919,0,0,304,0,0,"D","C"
"950","R","MACHACEK","SPENCER","46 SPENCER MACHACEK","SPENCER MACHACEK",950,920,0,0,26,0,0,NA,NA
"951","R","RAKHSHANI","RHETT","49 RHETT RAKHSHANI","RHETT RAKHSHANI",951,921,0,0,10,0,0,NA,NA
"952","R","RECHLICZ","JOEL","54 JOEL RECHLICZ","JOEL RECHLICZ",952,922,0,0,6,0,0,NA,NA
"953","L","CORNET","PHILIPPE","51 PHILIPPE CORNET","PHILIPPE CORNET",953,923,0,4,0,0,0,NA,NA
"954","C","MORRISON","BRENDAN","17 BRENDAN MORRISON","BRENDAN MORRISON",954,681,28,0,0,0,0,NA,NA
"955","C","JOUDREY","ANDREW","29 ANDREW JOUDREY","ANDREW JOUDREY",955,924,2,0,0,0,0,NA,NA
"956","G","SEXSMITH","TYSON","37 TYSON SEXSMITH","TYSON SEXSMITH",956,925,0,0,0,0,2,NA,NA
"957","C","O'BRIEN","JIM","42 JIM O'BRIEN","JIM O'BRIEN",957,926,70,0,0,0,0,NA,NA
"958","C","KOLANOS","KRYS","8 KRYS KOLANOS","KRYS KOLANOS",958,927,26,0,0,0,0,NA,NA
"959","C","AUCOIN","KEITH","23 KEITH AUCOIN","KEITH AUCOIN",959,928,82,0,0,0,0,"D",NA
"960","R","BITZ","BYRON","34 BYRON BITZ","BYRON BITZ",960,929,0,0,22,0,0,NA,NA
"961","C","CHRISTENSEN","ERIK","26 ERIK CHRISTENSEN","ERIK CHRISTENSEN",961,535,58,0,0,0,0,NA,NA
"962","D","NESS","AARON","55 AARON NESS","AARON NESS",962,930,0,0,0,38,0,"D",NA
"963","D","BARRIE","TYSON","41 TYSON BARRIE","TYSON BARRIE",963,931,0,0,0,52,0,"C","A"
"964","G","FRAZEE","JEFF","31 JEFF FRAZEE","JEFF FRAZEE",964,932,0,0,0,0,8,NA,NA
"965","G","BACASHIHUA","JASON","33 JASON BACASHIHUA","JASON BACASHIHUA",965,933,0,0,0,0,10,NA,NA
"966","L","KING","DWIGHT","74 DWIGHT KING","DWIGHT KING",966,934,0,343,0,0,0,"C","C"
"967","C","NOLAN","JORDAN","71 JORDAN NOLAN","JORDAN NOLAN",967,935,270,0,0,0,0,"D","D"
"968","D","ROBAK","COLBY","47 COLBY ROBAK","COLBY ROBAK",968,936,0,0,0,45,0,"D","D"
"969","R","KASSIAN","ZACK","9 ZACK KASSIAN","ZACK KASSIAN",969,797,0,0,200,0,0,"C","D"
"970","D","STONE","MICHAEL","26 MICHAEL STONE","MICHAEL STONE",970,937,0,0,0,181,0,"C","C"
"971","L","VEILLEUX","STEPHANE","11 STEPHANE VEILLEUX","STEPHANE VEILLEUX",971,938,0,2,0,0,0,"D","D"
"972","L","FOUCAULT","KRISTOPHER","72 KRISTOPHER FOUCAULT","KRISTOPHER FOUCAULT",972,939,0,2,0,0,0,NA,NA
"973","C","WHITE","RYAN","53 RYAN WHITE","RYAN WHITE",973,940,121,0,0,0,0,"D","D"
"974","D","WISHART","TY","6 TY WISHART","TY WISHART",974,941,0,0,0,2,0,NA,NA
"975","R","PALMIERI","NICK","10 NICK PALMIERI","NICK PALMIERI",975,379,0,0,6,0,0,NA,NA
"976","C","MOORE","DOMINIC","18 DOMINIC MOORE","DOMINIC MOORE",976,146,52,0,0,0,0,"D","C"
"977","C","HENNESSY","JOSH","62 JOSH HENNESSY","JOSH HENNESSY",977,942,6,0,0,0,0,NA,NA
"978","G","DESJARDINS","CEDRICK","30 CEDRICK DESJARDINS","CEDRICK DESJARDINS",978,943,0,0,0,0,12,NA,NA
"979","C","OLVER","MARK","40 MARK OLVER","MARK OLVER",979,944,80,0,0,0,0,NA,NA
